longitude,latitude,American Crow,Belted Kingfisher,Blue Jay,Blue-gray Gnatcatcher,Brown Pelican,Brown Thrasher,Carolina Chickadee,Carolina Wren,Common Grackle,Double-crested Cormorant,Downy Woodpecker,Eastern Bluebird,Eastern Phoebe,Eastern Towhee,European Starling,Fish Crow,Forster's Tern,Gray Catbird,Great Blue Heron,Great Crested Flycatcher,Great Egret,House Finch,House Sparrow,Killdeer,Laughing Gull,Little Blue Heron,Marbled Godwit,Mourning Dove,Northern Cardinal,Northern Mockingbird,Osprey,Pine Warbler,Red-bellied Woodpecker,Red-winged Blackbird,Ring-billed Gull,Royal Tern,Ruby-crowned Kinglet,Ruby-throated Hummingbird,Sanderling,Snowy Egret,Tufted Titmouse,Turkey Vulture,White Ibis,White-eyed Vireo,Willet,Yellow-rumped Warbler
-89.70915981731528,30.515650271104334,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.67906763888837,30.527191922832344,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.64896398478395,30.538712976188435,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.61885572545738,30.550237697129603,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.5887506201354,30.56174673229656,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.55864353003349,30.57325782630616,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.52852958552387,30.584751152471505,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.4984145092096,30.596246692855583,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.46828919501179,30.60772139145482,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.43817828580319,30.619201105570664,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.40805250402583,30.63066734403716,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.37792256966682,30.642131908082305,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.34779400628571,30.65357718370039,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.31765894578945,30.665026622058136,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.2875284799476,30.676465073580164,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.257391961949,30.687892619204874,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.2272470096389,30.69931828497108,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.19710100232533,30.710725417752496,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.1669595487223,30.722139610240756,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.13680712481994,30.733531512307454,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.10665547434265,30.74492844791523,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.07650317229482,30.756307172290008,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.04634692991517,30.767686724062692,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-89.01618748838713,30.77905297939788,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.98602107578904,30.790411377956023,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.9558554273847,30.80177178132175,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.9256867008783,30.813109072985338,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.89551766820425,30.824452748535776,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.86534144907036,30.835781024105355,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.83516240136527,30.84710291830745,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.8049851053313,30.85841702195324,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.77480526448969,30.869719396028703,1096.0,2.0,1096.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.74461809795442,30.881026072249973,1096.0,2.0,1096.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.71443245891048,30.892312012086528,1096.0,2.0,1096.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.68424187588896,30.903599696513123,1096.0,2.0,1096.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.6540471036528,30.91487502467483,1096.0,2.0,1096.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.62385300687792,30.926140936975248,1096.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.59365599389241,30.93740853625846,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.56344945184779,30.94865862929433,1096.0,2.0,1096.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.53324943242889,30.959903217385666,1096.0,2.0,1096.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.50305156080798,30.971141829441873,1096.0,2.0,2980.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.47283839619857,30.982370852353867,1096.0,2.0,2980.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.44262497397139,30.99359779053646,1096.0,2.0,2980.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.4124129495639,31.004811174784013,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,54.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.38219372546897,31.016011046292306,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,54.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.35197743865247,31.027214781944533,2980.0,2.0,2980.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,6.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.32175733161299,31.03840407696894,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,54.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.29153024404546,31.04958699415229,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.26130464649023,31.06076456024595,8102.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.23106716863334,31.07193190592502,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,6.0,0.0,402.0,22025.0,402.0,6.0,6.0,54.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.20083862560365,31.083091044081403,2980.0,2.0,2980.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.17060397114399,31.094243668953087,2980.0,2.0,2980.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.14036350683382,31.105390502065973,8102.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.11012661444288,31.11652664834143,8102.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,2.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,147.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.07988274266874,31.12765386243509,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,147.0,6.0,6.0,54.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.0496432786135,31.138778317007414,2980.0,2.0,2980.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-88.0193927639019,31.14989053039915,1096.0,2.0,1096.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-87.98913530170036,31.16099450154144,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.95888014461066,31.172097540742875,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.92862887448074,31.183188166926037,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.89837068460771,31.194266211797988,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.86811317933106,31.20534402470819,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.83784529380998,31.216411648956733,1096.0,2.0,1096.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.80758093645815,31.227470429178176,1096.0,2.0,1096.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.7773123361138,31.238521139136655,1096.0,2.0,1096.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.7470424469559,31.24956835320982,1096.0,2.0,2980.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
